1.22704 1.23814 0.945014 -0.000305393 0.811133 0.650581
1.21463 1.13103 2.08719 -0.0844521 0.900187 0.444299
1.20535 1.02043 0.808429 0.627193 0.864605 0.247661
1.19527 0.9193 0.796158 0.537089 0.79451 0.149743
1.2115 0.829705 0.78505 0.451518 0.652069 0.0570818
1.24136 0.749534 0.851973 0.36931 0.734287 0.0836981
1.27101 0.67048 0.883622 0.29523 0.729647 0.14191
1.28933 0.603383 0.914524 0.228996 0.803193 0.159032
1.30554 0.537741 0.930021 0.160189 0.856018 0.16579
1.31923 0.477161 0.949137 0.0995774 0.876441 0.0806972
1.33229 0.422818 0.966921 0.0386174 0.89847 -0.00170169
1.33881 0.380617 0.989405 -0.0272819 0.920514 -0.0783819
1.35255 0.326163 0.945899 -0.064116 0.937021 -0.127998
1.37431 0.26919 0.978181 -0.182636 0.946257 -0.202657
1.38752 0.216331 0.995709 -0.243016 0.969728 -0.268683
1.40107 0.146515 1.00622 -0.342664 0.999877 -0.337985
1.42693 0.063243 1.05273 -0.379071 0.999114 -0.368166
1.45938 -0.0157337 1.09777 -0.481439 1.02645 -0.430181
1.48817 -0.0665681 1.1307 -0.466188 1.07914 -0.479934
1.51212 -0.0945426 1.1669 -0.530001 1.13532 -0.53118
1.54161 -0.123131 1.2176 -0.600546 1.17654 -0.581515
1.57536 -0.156271 1.35908 -0.836317 1.22606 -0.672518
1.6121 -0.183213 1.30566 -0.458025 1.27328 -0.73799
1.64715 -0.217828 1.33299 -0.481474 1.32234 -0.741168
1.67278 -0.248803 1.354 -0.502571 1.36858 -0.79
1.69559 -0.275233 1.38342 -0.532272 1.43237 -0.839635
1.71668 -0.293446 1.40133 -0.546814 1.44438 -0.804031
1.73448 -0.310722 1.41536 -0.559326 1.42859 -0.71254
1.74796 -0.323808 1.4112 -0.561622 1.42189 -0.636912
1.75796 -0.333104 1.42782 -0.579397 1.43612 -0.612682
1.76225 -0.33655 1.44043 -0.590173 1.46913 -0.618815
1.77311 -0.345391 1.41898 -0.569633 1.49377 -0.631906
1.79601 -0.364631 1.44517 -0.596887 1.50094 -0.636144
1.82374 -0.388181 1.46781 -0.618666 1.51352 -0.648514
1.84658 -0.409176 1.50462 -0.658093 1.55037 -0.678912
1.86434 -0.428303 1.47597 -0.62526 1.57783 -0.699997
1.86988 -0.432917 1.47261 -0.620629 1.59296 -0.719741
1.87378 -0.435511 1.47261 -0.620629 1.58781 -0.730548
1.87382 -0.435541 1.42695 -0.582399 1.59337 -0.734664
1.88696 -0.447565 1.42695 -0.582399 1.58292 -0.72828
1.88801 -0.448581 1.43112 -0.589177 1.57305 -0.721481
1.89205 -0.452333 1.43662 -0.595022 1.55177 -0.704956
1.90219 -0.463639 1.45329 -0.61247 1.54589 -0.698783
1.90219 -0.463639 1.46079 -0.62183 1.543 -0.696648
1.90219 -0.463639 1.47359 -0.642259 1.5473 -0.696943
1.90627 -0.469046 1.48946 -0.667376 1.54583 -0.696554
1.90627 -0.469046 1.48646 -0.640755 1.55881 -0.716921
1.90627 -0.469046 1.48345 -0.636828 1.57038 -0.73463
1.91102 -0.476638 1.48349 -0.63687 1.58124 -0.747198
1.91102 -0.476638 1.63205 -0.804115 1.59588 -0.767108
1.91102 -0.476638 1.48702 -0.641518 1.60989 -0.779011
1.91103 -0.476701 1.6354 -0.807602 1.6131 -0.78221
1.91103 -0.476701 1.63646 -0.808202 1.62267 -0.789107
1.91153 -0.478512 1.64176 -0.813022 1.65238 -0.821078
1.91153 -0.478512 1.64796 -0.838607 1.65918 -0.833494
1.91153 -0.478512 1.68602 -0.92784 1.6568 -0.842319
1.91139 -0.488903 1.68602 -0.92784 1.66717 -0.869592
1.91359 -0.502555 1.68828 -0.941109 1.65897 -0.870532
1.91381 -0.52121 1.6895 -0.952194 1.66289 -0.887088
1.91117 -0.557216 1.64175 -0.867552 1.67172 -0.912293
1.9104 -0.592343 1.64893 -0.943429 1.67768 -0.944544
1.90918 -0.621186 1.65314 -0.986792 1.67283 -0.958118
1.91367 -0.650332 1.65364 -1.01396 1.67454 -0.979617
1.92009 -0.685063 1.65671 -1.04973 1.68098 -1.02053
1.93369 -0.723862 1.66013 -1.07986 1.68643 -1.0477
1.94706 -0.767352 1.71502 -1.09917 1.69008 -1.076
1.96057 -0.812543 1.72448 -1.13799 1.68884 -1.11001
1.97394 -0.855944 1.73872 -1.17812 1.69812 -1.12692
1.98987 -0.910136 1.75021 -1.22026 1.70618 -1.14026
2.00861 -0.963433 1.76856 -1.28377 1.71321 -1.18901
2.03413 -1.01229 1.79391 -1.34598 1.73093 -1.231
2.05751 -1.05262 1.82021 -1.40789 1.74784 -1.27203
2.07798 -1.08758 1.81277 -1.37259 1.77328 -1.32132
2.09292 -1.11967 1.83748 -1.40692 1.79282 -1.35785
2.098 -1.13222 1.83887 -1.39907 1.82906 -1.43676
2.10609 -1.14361 1.81915 -1.42122 1.85244 -1.48492
2.121 -1.16687 1.86522 -1.43897 1.86568 -1.50823
2.13254 -1.1813 1.84321 -1.45785 1.8741 -1.51549
2.14338 -1.20289 1.85409 -1.4788 1.88819 -1.52585
2.15536 -1.22145 1.86882 -1.50457 1.89019 -1.53657
2.1705 -1.24574 1.87809 -1.51853 1.89798 -1.566
2.17771 -1.25522 1.88151 -1.5237 1.90387 -1.58454
2.18682 -1.26609 1.87094 -1.49643 1.91443 -1.6065
