0.993833 -0.0439409 0.0627123 -0.206593
1.99852 0.0371692 0.230288 -0.376817
2.99068 0.264438 0.434855 -0.552069
4.00706 0.330667 0.670865 -0.736951
5.01159 0.319967 0.801562 -1.03716
5.95282 0.603694 1.31491 -0.92701
6.63748 1.29464 1.61911 -0.933239
7.14202 2.1059 1.99739 -0.77362
7.82193 2.75936 2.24379 -0.477056
8.35526 3.56256 2.76997 -0.70405
8.67492 4.47313 3.02043 -0.205595
8.82097 5.42155 3.40882 0.0567397
8.63355 6.34257 3.47651 0.739914
8.54963 7.26797 3.73015 1.16492
8.24894 8.13683 4.05728 1.55998
8.13388 9.03888 3.54861 2.14616
8.04531 9.9268 4.39059 2.59102
7.96417 10.8282 3.85931 3.07163
8.24312 11.7029 5.17313 3.35436
8.60431 12.5438 3.96164 4.0738
9.2888 13.1291 4.05047 4.827
9.80737 13.8528 3.37192 4.98109
10.3415 14.5576 4.20865 6.09788
10.6695 15.3813 4.24728 6.6967
11.1828 16.1229 4.18681 7.40447
11.8253 16.7582 4.89916 7.85351
12.4766 17.399 4.94647 8.59687
13.0274 18.1333 4.6259 9.45664
13.7729 18.6508 6.20111 9.2963
14.4875 19.1972 6.8139 9.46314
15.3167 19.5529 7.25875 10.338
16.1766 19.8023 8.17012 9.91276
16.9559 20.2142 8.76729 10.7231
17.7561 20.5931 9.53485 10.8694
18.6449 20.6985 9.51845 12.1074
19.5422 20.5691 10.352 12.5157
20.3562 20.9774 9.29179 13.6591
21.1723 21.3684 11.1781 13.7117
21.9942 21.7724 11.9535 13.6382
22.8547 22.0897 12.7768 13.9599
23.5449 22.6982 14.0783 13.493
24.2521 23.2674 14.2239 14.8907
24.7845 24.0092 14.8736 15.4247
25.2843 24.7558 15.3047 15.9801
25.9571 25.3548 16.4771 15.5017
26.5727 25.986 17.1589 15.8456
27.0945 26.7167 17.7325 16.9439
27.6138 27.4396 18.1022 17.71
28.1804 28.107 19.8144 16.7396
28.7261 28.767 19.9464 17.3876
29.1135 29.5215 20.9216 18.3715
29.4708 30.289 21.1929 19.1653
29.8366 31.0682 21.657 19.9084
30.2956 31.7794 22.919 19.7919
30.8959 32.3825 23.729 18.6293
31.5391 32.9479 24.2785 20.7613
32.2377 33.4211 24.6083 21.8066
32.8517 33.9933 24.7836 22.6163
33.612 34.3599 24.7215 23.0976
34.3995 34.6941 25.9222 23.7041
35.2173 34.9729 26.7174 23.9654
36.0678 35.2411 26.955 24.812
36.8842 35.6246 27.3109 25.936
37.6317 36.1471 28.2686 26.1093
38.3855 36.6865 29.2547 26.9262
39.1749 37.163 30.3883 25.4306
40.0369 37.4467 30.8147 27.9153
40.9289 37.6385 31.7273 28.2822
41.7596 38.0507 32.303 28.9478
42.6455 38.3441 32.246 30.2174
43.4678 38.7899 33.4439 30.4367
44.2798 39.2842 34.4916 30.5564
45.2146 39.3795 34.5141 31.7741
46.1146 39.1051 36.0637 30.9115
46.9427 38.6768 36.7806 32.0816
47.6423 38.0451 37.9066 31.3423
48.2642 37.3275 38.5756 30.6663
48.7417 36.525 39.5494 31.0584
49.2904 35.7668 40.8526 31.6507
49.9703 35.135 41.769 31.9478
50.5227 34.4004 42.4505 32.6235
51.1986 33.7933 42.7879 32.5604
51.6932 33.0103 44.274 31.5016
52.3338 32.3548 45.3788 31.7896
52.8721 31.5956 46.2845 32.1305
53.5137 30.9099 47.2946 31.4442
53.9166 30.0741 48.2284 32.6926
54.4286 29.2996 48.5023 30.1147
54.9047 28.518 50.2016 30.5214
55.2202 27.6519 50.273 29.9448
55.5311 26.7718 49.5215 27.3449
55.9627 25.9427 49.4443 26.6931
56.7656 25.4643 51.1955 26.3119
57.5416 24.9519 50.7557 25.26
58.2575 24.3508 50.7827 23.4476
58.9343 23.7276 51.8893 23.7031
59.5628 23.061 49.5208 22.8193
60.2985 22.4901 51.4925 21.8309
61.0089 21.8933 51.4527 21.1116
61.7675 21.3631 52.5653 20.2939
62.5551 20.9066 53.1308 19.5964
63.2614 20.3107 52.759 18.4405
64.1477 20.1494 54.8364 18.712
64.9741 19.7959 54.5586 17.2739
65.7637 19.3747 53.2732 16.3366
66.6231 19.0818 55.3895 16.0685
67.5062 18.8406 55.8294 15.2733
68.3071 18.3753 57.1354 14.7936
68.9281 17.6863 57.929 14.4322
69.5954 17.0614 58.705 14.0735
70.1942 16.3759 59.0049 12.8066
70.8082 15.708 59.2821 12.7458
71.4327 15.0661 60.4966 12.0489
71.8983 14.288 61.3187 11.7371
72.4104 13.5653 62.186 11.6408
72.8705 12.8177 62.6125 10.7022
73.1177 11.9668 63.9112 11.7681
73.0083 11.0935 64.6284 10.3008
73.1929 10.2456 64.52 8.99605
73.4488 9.41348 64.3804 8.13834
73.7148 8.58445 66.9291 9.20087
74.0839 7.79482 66.4497 7.20605
74.2578 6.96444 68.7738 8.62016
73.9959 6.16553 67.7017 5.73336
73.5484 5.46105 68.2301 5.39571
73.1873 4.7251 67.6879 4.7067
73.0492 3.92534 69.0243 4.01244
72.9727 3.12559 68.3414 4.11896
73.1529 2.34422 70.4382 2.88693
73.3374 1.58336 71.1273 2.31651
73.5388 0.844753 71.6078 2.13262
73.6996 0.104287 71.6977 0.610398
73.9122 -0.620406 73.1321 0.706295
74.106 -1.37441 72.0273 -1.06162
74.5038 -2.04571 72.5417 -1.71304
75.1198 -2.53944 73.9547 -1.67109
75.5401 -3.20456 72.8088 -3.26861
75.8896 -3.92009 74.3854 -3.41129
76.3788 -4.55359 75.0025 -4.11274
76.7154 -5.2803 74.8959 -4.95181
77.0472 -6.00699 74.8975 -6.16849
77.2496 -6.76806 76.5494 -6.34877
77.4395 -7.5384 75.5336 -7.18104
77.528 -8.34284 75.2373 -7.91169
77.5619 -9.15474 75.5475 -8.69666
77.6614 -9.97786 76.3344 -8.85676
77.7894 -10.7908 78.3571 -9.47252
77.9242 -11.5953 78.3168 -10.7726
77.98 -12.3981 78.3853 -11.0942
77.8985 -13.1995 77.3594 -12.8405
78.0289 -14.0217 77.5641 -12.4361
77.8957 -14.8399 75.8229 -13.8527
