0.988605 0.0676011 0.175684 -0.267557
1.94976 -0.126236 2.58185 0.121508
2.91372 -0.343084 1.87895 -0.503421
3.83556 -0.710368 2.26446 -0.448849
4.81787 -0.715382 3.54793 -0.439408
5.7684 -0.460782 3.76478 0.835598
6.72277 -0.250421 4.28603 -0.298799
7.69104 -0.108862 4.57743 1.04158
8.63017 0.0594567 5.01477 1.13263
9.48885 0.438309 5.16365 1.80224
10.3175 0.867908 5.93307 1.24595
11.1249 1.31202 6.12296 0.514673
12.0487 1.37791 6.87277 1.4391
12.973 1.48526 7.37227 1.46516
13.9032 1.49688 7.7926 1.57808
14.8382 1.42024 8.37143 1.49952
15.7776 1.34936 8.85649 1.58831
16.7082 1.28004 9.45846 1.27968
17.6099 1.07584 9.85613 1.24609
18.4965 0.833305 10.5957 1.45927
19.3525 0.521527 11.1852 1.5203
20.1744 0.164331 11.7797 1.59467
21.0228 -0.161761 12.3798 1.34396
21.8752 -0.477576 12.9634 1.57001
22.7433 -0.725307 13.6061 1.2732
23.6467 -0.64722 14.1237 0.897595
24.4826 -0.996356 14.8478 0.877544
25.3898 -1.09599 15.523 0.809708
26.235 -1.4232 16.1888 0.615821
27.0895 -1.72029 16.8976 0.595192
27.9737 -1.6908 17.6126 0.477647
28.8477 -1.5097 18.3421 0.355697
29.705 -1.26947 19.0736 0.209626
30.5805 -1.11706 19.8219 0.333465
31.4912 -1.04912 20.5641 0.263709
32.393 -1.0214 21.3536 -0.24592
33.2726 -0.839289 22.1796 -0.314159
34.1667 -0.9404 22.9788 -0.12122
35.0571 -0.794124 23.684 -1.02671
35.9689 -0.860998 24.7538 -0.352059
36.879 -0.989234 25.4851 -0.0272429
37.8063 -1.09333 26.5258 -0.476415
38.7304 -1.10953 27.4338 -0.19295
39.6576 -1.10875 28.3149 -0.59854
40.5783 -1.23992 29.2441 -0.472363
41.4758 -1.40676 30.1592 -0.611981
42.3559 -1.65967 31.0996 -0.89748
43.1614 -2.09959 32.0741 -0.772598
43.6986 -2.85165 32.9903 -1.46193
44.0411 -3.712 33.761 -2.12105
44.4254 -4.55674 34.7971 -2.43816
44.6248 -5.47085 35.8424 -2.45964
44.6307 -6.40135 36.4161 -3.64443
44.3658 -7.28497 37.3269 -4.15818
44.3557 -8.20089 38.2405 -4.85085
44.3678 -9.12416 38.7062 -5.49899
44.3413 -10.0528 39.2535 -6.58193
44.5476 -10.9576 39.8849 -7.61714
44.769 -11.8552 40.7854 -7.98326
44.8574 -12.7816 40.8789 -9.44464
44.7718 -13.7042 41.0561 -10.766
44.5987 -14.6063 41.0394 -11.7863
44.1484 -15.4007 42.4512 -12.089
43.6824 -16.2107 41.3779 -13.3609
43.0954 -16.9397 42.8109 -14.2117
42.4127 -17.5695 41.5275 -16.4547
41.9084 -18.3439 41.3967 -16.5756
41.6418 -19.2198 42.1941 -18.1015
41.5311 -20.121 41.1834 -18.7658
41.3576 -21.0143 41.7806 -20.6051
41.2028 -21.9152 42.3121 -21.4749
41.224 -22.8127 42.1081 -21.1069
