1.22704 1.23814 0.945014 -0.000305393 0.811133 0.650581
1.21708 1.12949 0.946488 -0.0865019 0.754927 0.47684
1.2141 1.02532 0.0581515 -0.251597 0.589118 0.208925
1.20734 0.928878 0.0637806 -0.374734 0.42688 0.0948987
1.20605 0.820788 0.106337 -0.245028 0.341912 -0.0906691
1.19418 0.698053 0.217686 -0.27207 0.405817 -0.158426
1.19141 0.570055 0.222635 -0.36425 0.400592 -0.269958
1.1847 0.440343 0.323252 -0.532631 0.264128 -0.274148
1.17026 0.306055 0.131605 -0.277775 0.276084 -0.402195
1.16306 0.177884 0.148863 -0.402813 0.271627 -0.494735
1.16458 0.0493782 0.159985 -0.526331 0.288998 -0.553988
1.16264 -0.0760536 0.183894 -0.613467 0.307917 -0.618559
1.1562 -0.198607 0.356312 -0.611978 0.319543 -0.687281
1.14935 -0.330362 0.370353 -0.730883 0.408237 -0.714698
1.16153 -0.459504 0.395323 -0.856211 0.445892 -0.788878
1.17024 -0.612601 0.364436 -0.950706 0.48946 -0.864661
1.14725 -0.755476 0.586185 -1.01994 0.57826 -0.963476
1.1135 -0.889186 0.560472 -1.12257 0.622914 -1.09304
1.06882 -1.00563 0.532357 -1.23183 0.704328 -1.2199
1.01166 -1.10609 0.501538 -1.34539 0.641094 -1.36163
0.935474 -1.20702 0.222958 -1.67693 0.581259 -1.50871
0.85743 -1.31319 0.19068 -1.83291 0.460203 -1.72207
0.779001 -1.42929 0.141427 -1.9577 0.396818 -1.84143
0.695064 -1.56054 0.082945 -2.08978 0.399743 -1.93072
0.609886 -1.6837 0.0399853 -2.20971 0.323141 -2.10847
0.503416 -1.79922 -0.0337379 -2.32711 0.321355 -2.17924
0.396842 -1.92206 -0.0974136 -2.47451 0.315866 -2.27196
0.300392 -2.02432 -0.163258 -2.61993 0.158439 -2.50664
0.206091 -2.13463 0.540372 -2.12281 0.169683 -2.58735
0.112725 -2.24675 0.521331 -2.22747 0.331768 -2.71891
0.0325253 -2.37419 0.719109 -2.81269 0.355219 -2.75891
-0.0577649 -2.50403 0.812904 -2.98556 0.43797 -2.99714
-0.165163 -2.62723 0.803696 -3.15479 0.525403 -3.21556
-0.287741 -2.74805 0.780345 -3.30601 0.685498 -3.33583
-0.418108 -2.86891 0.740321 -3.46056 0.810823 -3.46187
-0.518464 -3.00483 0.750443 -3.66359 0.861878 -3.60543
-0.609678 -3.15898 0.735701 -3.83011 0.899308 -3.75671
-0.699827 -3.30739 0.660458 -3.93752 0.876659 -3.91084
-0.794651 -3.45935 0.603045 -4.09563 0.845817 -4.08722
-0.913011 -3.60145 0.514488 -4.24447 0.781922 -4.27032
-1.03667 -3.75123 0.489688 -4.38994 0.661115 -4.37634
-1.15923 -3.90927 0.412094 -4.5712 0.537109 -4.49444
-1.27854 -4.06916 0.260588 -4.48398 0.45005 -4.61821
-1.40879 -4.20959 0.156698 -4.59304 0.395123 -4.79917
-1.53888 -4.34188 0.0556486 -4.69753 0.248835 -4.92321
-1.6528 -4.47544 -0.0189062 -4.80951 0.152193 -5.03794
-1.76524 -4.62203 -0.159061 -5.25647 0.0507741 -5.2285
-1.88593 -4.7595 -0.232285 -5.41024 -0.0671156 -5.42012
-2.00911 -4.91275 -0.37811 -5.56452 -0.223118 -5.60527
-2.13427 -5.05963 -0.495231 -5.69324 -0.321474 -5.75986
-2.22134 -5.2077 -0.626492 -5.82006 -0.427549 -5.90914
-2.29462 -5.34107 -0.96025 -5.80341 -0.592308 -6.02272
-2.34294 -5.46047 -1.07695 -5.94432 -0.753305 -6.12518
-2.40843 -5.58494 -1.18709 -6.02063 -0.909039 -6.14661
-2.49099 -5.69314 -1.27103 -6.14686 -1.09726 -6.24228
-2.57354 -5.80967 -1.36472 -6.2681 -1.27767 -6.29931
-2.64671 -5.93198 -1.46603 -6.38393 -1.47305 -6.3701
-2.70379 -6.05831 -1.48471 -6.55285 -1.61205 -6.49851
-2.75526 -6.18287 -1.55001 -6.67254 -1.7723 -6.63286
-2.80491 -6.31992 -1.59942 -6.79479 -1.87635 -6.6983
-2.85657 -6.46427 -1.64429 -6.93876 -1.91519 -6.7916
-2.91036 -6.606 -1.69335 -7.08697 -1.9705 -6.90879
-2.95588 -6.74568 -1.99627 -6.99477 -2.01245 -7.04354
-3.0177 -6.88841 -1.79524 -7.35585 -1.99042 -7.22646
-3.07868 -7.02154 -1.87946 -7.4726 -2.04077 -7.3507
-3.14272 -7.15072 -1.95532 -7.59595 -2.08336 -7.52241
-3.20155 -7.28061 -2.36791 -7.6271 -2.19064 -7.64877
-3.273 -7.40441 -2.08871 -7.84844 -2.27153 -7.77114
-3.35912 -7.52655 -2.20868 -7.95234 -2.27512 -7.92679
-3.43172 -7.63878 -2.39997 -7.76051 -2.34422 -8.06615
-3.51856 -7.75664 -2.31827 -8.18462 -2.45261 -8.17955
-3.59987 -7.87246 -2.51236 -8.02135 -2.54531 -8.28019
-3.68735 -7.98833 -2.57016 -8.15306 -2.59962 -8.36558
-3.77808 -8.08794 -2.65389 -8.28248 -2.65104 -8.43057
-3.87226 -8.1775 -2.73312 -8.41178 -2.75085 -8.52243
-3.96178 -8.27422 -2.87956 -8.55259 -2.86805 -8.60641
-4.06146 -8.37572 -2.96607 -8.66056 -2.85084 -8.37395
-4.15569 -8.49877 -3.05633 -8.78268 -2.96392 -8.48338
-4.25755 -8.60626 -3.16256 -8.88706 -3.07842 -8.63625
-4.34774 -8.72366 -3.25151 -9.00317 -3.17037 -8.70365
-4.46675 -8.79902 -3.3714 -9.09188 -3.30012 -8.83013
-4.58858 -8.88123 -3.48973 -9.18484 -3.49186 -9.04041
-4.73834 -8.95169 -3.62104 -9.26596 -3.61434 -9.19646
-4.90715 -9.01096 -3.80456 -9.32158 -3.75532 -9.33716
-5.06726 -9.11188 -3.89156 -9.48591 -3.87229 -9.46062
-5.22533 -9.22429 -4.03549 -9.60094 -3.95122 -9.65165
-5.38049 -9.33013 -4.31348 -9.76211 -4.05941 -9.75267
-5.5371 -9.43251 -4.48094 -9.84947 -4.21446 -9.81989
-5.69006 -9.51686 -4.64259 -9.91495 -4.3626 -9.92691
-5.83412 -9.61828 -4.69136 -10.134 -4.50588 -10.0445
-5.97184 -9.72628 -4.91741 -10.1197 -4.70835 -10.1886
-6.11854 -9.86124 -4.9723 -10.3966 -4.85352 -10.288
-6.26353 -9.999 -5.19755 -10.3509 -5.01132 -10.4255
-6.39782 -10.1335 -5.29395 -10.7066 -5.18349 -10.5528
-6.54031 -10.2584 -4.88421 -10.9471 -5.27939 -10.7424
-6.65893 -10.3906 -4.93737 -11.0315 -5.29585 -10.9587
-6.7923 -10.505 -5.70708 -10.8232 -5.42677 -11.0576
-6.92545 -10.6312 -5.75735 -11.0631 -5.62192 -11.1453
-7.06423 -10.767 -5.97827 -11.1782 -5.80997 -11.2165
-7.20957 -10.892 -5.69591 -11.6717 -5.95014 -11.363
-7.34792 -11.0365 -6.20961 -11.5008 -6.07931 -11.5062
-7.50756 -11.1569 -6.42641 -11.5702 -6.27003 -11.5973
-7.66585 -11.2792 -6.62778 -11.6314 -6.47846 -11.6727
-7.82986 -11.3679 -6.78989 -11.7195 -6.62643 -11.7978
-7.97384 -11.4822 -6.93814 -11.8207 -6.7965 -11.9141
-8.09851 -11.6142 -7.10267 -11.9829 -6.90309 -12.0665
-8.22796 -11.7478 -7.266 -12.0065 -7.09819 -12.1508
